councillor_order,num_trans,identificador,first_name,last_name,party_long_name,post,post_2,previous_calendar_until,previous_calendar_url,leaving_date,starting_date,
62,62,64385,Luis Miguel,Boto Martínez,GRUPO MUNICIPAL DEL PARTIDO POPULAR,Concejal,,,,,2017-05-31,
